id,givenName,familyName,middleName,unaccentedGivenName,unaccentedFamilyName,unaccentedMiddleName,nickName,honorificPrefix,honorificSuffix,honorificTitle,birthYear,deathYear,congresses
W000288,Paul,Wellstone,David,Paul,Wellstone,David,,,,,1944,2002,"[{""position"":""Senator"",""congressNumber"":102,""stateName"":""MN"",""parties"":[""Democrat""]},{""position"":""Senator"",""congressNumber"":103,""stateName"":""MN"",""parties"":[""Democrat""]},{""position"":""Senator"",""congressNumber"":104,""stateName"":""MN"",""parties"":[""Democrat""]},{""position"":""Senator"",""congressNumber"":105,""stateName"":""MN"",""parties"":[""Democrat""]},{""position"":""Senator"",""congressNumber"":106,""stateName"":""MN"",""parties"":[""Democrat""]},{""position"":""Senator"",""congressNumber"":107,""stateName"":""MN"",""parties"":[""Democrat""]}]"
W000303,Joseph,West,Rodman,Joseph,West,Rodman,,,,,1822,1898,"[{""position"":""Senator"",""congressNumber"":42,""stateName"":""LA"",""parties"":[""Republican""]},{""position"":""Senator"",""congressNumber"":43,""stateName"":""LA"",""parties"":[""Republican""]},{""position"":""Senator"",""congressNumber"":44,""stateName"":""LA"",""parties"":[""Republican""]}]"
W000305,William,West,Stanley,William,West,Stanley,,,,,1849,1914,"[{""position"":""Senator"",""congressNumber"":63,""stateName"":""GA"",""parties"":[""Democrat""]}]"
W000308,James,Westcott,Diament,James,Westcott,Diament,,,Jr.,,1802,1880,"[{""position"":""Senator"",""congressNumber"":29,""stateName"":""FL"",""parties"":[""Democrat""]},{""position"":""Senator"",""congressNumber"":30,""stateName"":""FL"",""parties"":[""Democrat""]}]"
W000312,George,Wetmore,Peabody,George,Wetmore,Peabody,,,,,1846,1921,"[{""position"":""Senator"",""congressNumber"":54,""stateName"":""RI"",""parties"":[""Republican""]},{""position"":""Senator"",""congressNumber"":55,""stateName"":""RI"",""parties"":[""Republican""]},{""position"":""Senator"",""congressNumber"":56,""stateName"":""RI"",""parties"":[""Republican""]},{""position"":""Senator"",""congressNumber"":57,""stateName"":""RI"",""parties"":[""Republican""]},{""position"":""Senator"",""congressNumber"":58,""stateName"":""RI"",""parties"":[""Republican""]},{""position"":""Senator"",""congressNumber"":59,""stateName"":""RI"",""parties"":[""Republican""]},{""position"":""Senator"",""congressNumber"":60,""stateName"":""RI"",""parties"":[""Republican""]},{""position"":""Senator"",""congressNumber"":61,""stateName"":""RI"",""parties"":[""Republican""]},{""position"":""Senator"",""congressNumber"":62,""stateName"":""RI"",""parties"":[""Republican""]}]"
W000324,Jesse,Wharton,,Jesse,Wharton,,,Mr.,,,1782,1833,"[{""position"":""Senator"",""congressNumber"":13,""stateName"":""TN"",""parties"":[""Democratic Republican""]},{""position"":""Representative"",""congressNumber"":10,""stateName"":""TN"",""parties"":[""Democratic Republican""],""electionDate"":""1807-08-03"",""electionCirca"":true},{""position"":""Senator"",""congressNumber"":14,""stateName"":""TN"",""parties"":[""Democratic Republican""]}]"
W000330,Burton,Wheeler,Kendall,Burton,Wheeler,Kendall,,,,,1882,1975,"[{""position"":""Senator"",""congressNumber"":68,""stateName"":""MT"",""parties"":[""Democrat""]},{""position"":""Senator"",""congressNumber"":69,""stateName"":""MT"",""parties"":[""Democrat""]},{""position"":""Senator"",""congressNumber"":70,""stateName"":""MT"",""parties"":[""Democrat""]},{""position"":""Senator"",""congressNumber"":71,""stateName"":""MT"",""parties"":[""Democrat""]},{""position"":""Senator"",""congressNumber"":72,""stateName"":""MT"",""parties"":[""Democrat""]},{""position"":""Senator"",""congressNumber"":73,""stateName"":""MT"",""parties"":[""Democrat""]},{""position"":""Senator"",""congressNumber"":74,""stateName"":""MT"",""parties"":[""Democrat""]},{""position"":""Senator"",""congressNumber"":75,""stateName"":""MT"",""parties"":[""Democrat""]},{""position"":""Senator"",""congressNumber"":76,""stateName"":""MT"",""parties"":[""Democrat""]},{""position"":""Senator"",""congressNumber"":77,""stateName"":""MT"",""parties"":[""Democrat""]},{""position"":""Senator"",""congressNumber"":78,""stateName"":""MT"",""parties"":[""Democrat""]},{""position"":""Senator"",""congressNumber"":79,""stateName"":""MT"",""parties"":[""Democrat""]}]"
W000344,Kenneth,Wherry,Spicer,Kenneth,Wherry,Spicer,,,,,1892,1951,"[{""position"":""Senator"",""congressNumber"":78,""stateName"":""NE"",""parties"":[""Republican""]},{""position"":""Senator"",""congressNumber"":79,""stateName"":""NE"",""parties"":[""Republican""]},{""position"":""Senator"",""congressNumber"":80,""stateName"":""NE"",""parties"":[""Republican""]},{""position"":""Senator"",""congressNumber"":81,""stateName"":""NE"",""parties"":[""Republican""]},{""position"":""Senator"",""congressNumber"":82,""stateName"":""NE"",""parties"":[""Republican""]}]"
W000349,James,Whitcomb,,James,Whitcomb,,,,,,1795,1852,"[{""position"":""Senator"",""congressNumber"":31,""stateName"":""IN"",""parties"":[""Democrat""]},{""position"":""Senator"",""congressNumber"":32,""stateName"":""IN"",""parties"":[""Democrat""]}]"
W000351,Albert,White,Smith,Albert,White,Smith,,Mr.,,,1803,1864,"[{""position"":""Representative"",""congressNumber"":25,""stateName"":""IN"",""parties"":[""Whig""],""electionDate"":""1837-08-07"",""electionCirca"":false},{""position"":""Senator"",""congressNumber"":26,""stateName"":""IN"",""parties"":[""Whig""]},{""position"":""Senator"",""congressNumber"":27,""stateName"":""IN"",""parties"":[""Whig""]},{""position"":""Senator"",""congressNumber"":28,""stateName"":""IN"",""parties"":[""Whig""]},{""position"":""Representative"",""congressNumber"":37,""stateName"":""IN"",""parties"":[""Republican""],""electionDate"":""1860-10-09"",""electionCirca"":false}]"
W000366,Edward,White,Douglass,Edward,White,Douglass,,,,,1845,1921,"[{""position"":""Senator"",""congressNumber"":52,""stateName"":""LA"",""parties"":[""Democrat""]},{""position"":""Senator"",""congressNumber"":53,""stateName"":""LA"",""parties"":[""Democrat""]}]"
W000368,Francis,White,Shelley,Francis,White,Shelley,Frank,,,,1847,1922,"[{""position"":""Senator"",""congressNumber"":63,""stateName"":""AL"",""parties"":[""Democrat""]}]"
W000376,Hugh,White,Lawson,Hugh,White,Lawson,,,,,1773,1840,"[{""position"":""Senator"",""congressNumber"":19,""stateName"":""TN"",""parties"":[""Jacksonian""]},{""position"":""Senator"",""congressNumber"":20,""stateName"":""TN"",""parties"":[""Jacksonian""]},{""position"":""Senator"",""congressNumber"":21,""stateName"":""TN"",""parties"":[""Jacksonian""]},{""position"":""Senator"",""congressNumber"":22,""stateName"":""TN"",""parties"":[""Jacksonian""]},{""position"":""Senator"",""congressNumber"":23,""stateName"":""TN"",""parties"":[""Jacksonian""]},{""position"":""Senator"",""congressNumber"":24,""stateName"":""TN"",""parties"":[""Anti-Jacksonian""]},{""position"":""Senator"",""congressNumber"":25,""stateName"":""TN"",""parties"":[""Whig""]},{""position"":""Senator"",""congressNumber"":26,""stateName"":""TN"",""parties"":[""Whig""]}]"
W000392,Samuel,White,,Samuel,White,,,,,,1770,1809,"[{""position"":""Senator"",""congressNumber"":6,""stateName"":""DE"",""parties"":[""Federalist""]},{""position"":""Senator"",""congressNumber"":7,""stateName"":""DE"",""parties"":[""Federalist""]},{""position"":""Senator"",""congressNumber"":8,""stateName"":""DE"",""parties"":[""Federalist""]},{""position"":""Senator"",""congressNumber"":9,""stateName"":""DE"",""parties"":[""Federalist""]},{""position"":""Senator"",""congressNumber"":10,""stateName"":""DE"",""parties"":[""Federalist""]},{""position"":""Senator"",""congressNumber"":11,""stateName"":""DE"",""parties"":[""Federalist""]}]"
W000394,Stephen,White,Mallory,Stephen,White,Mallory,,,,,1853,1901,"[{""position"":""Senator"",""congressNumber"":53,""stateName"":""CA"",""parties"":[""Democrat""]},{""position"":""Senator"",""congressNumber"":54,""stateName"":""CA"",""parties"":[""Democrat""]},{""position"":""Senator"",""congressNumber"":55,""stateName"":""CA"",""parties"":[""Democrat""]}]"
W000396,Wallace,White,Humphrey,Wallace,White,Humphrey,,Mr.,Jr.,,1877,1952,"[{""position"":""Representative"",""congressNumber"":65,""stateName"":""ME"",""parties"":[""Republican""]},{""position"":""Representative"",""congressNumber"":66,""stateName"":""ME"",""parties"":[""Republican""]},{""position"":""Representative"",""congressNumber"":67,""stateName"":""ME"",""parties"":[""Republican""]},{""position"":""Representative"",""congressNumber"":68,""stateName"":""ME"",""parties"":[""Republican""]},{""position"":""Representative"",""congressNumber"":69,""stateName"":""ME"",""parties"":[""Republican""]},{""position"":""Representative"",""congressNumber"":70,""stateName"":""ME"",""parties"":[""Republican""]},{""position"":""Representative"",""congressNumber"":71,""stateName"":""ME"",""parties"":[""Republican""]},{""position"":""Senator"",""congressNumber"":72,""stateName"":""ME"",""parties"":[""Republican""]},{""position"":""Senator"",""congressNumber"":73,""stateName"":""ME"",""parties"":[""Republican""]},{""position"":""Senator"",""congressNumber"":74,""stateName"":""ME"",""parties"":[""Republican""]},{""position"":""Senator"",""congressNumber"":75,""stateName"":""ME"",""parties"":[""Republican""]},{""position"":""Senator"",""congressNumber"":76,""stateName"":""ME"",""parties"":[""Republican""]},{""position"":""Senator"",""congressNumber"":77,""stateName"":""ME"",""parties"":[""Republican""]},{""position"":""Senator"",""congressNumber"":78,""stateName"":""ME"",""parties"":[""Republican""]},{""position"":""Senator"",""congressNumber"":79,""stateName"":""ME"",""parties"":[""Republican""]},{""position"":""Senator"",""congressNumber"":80,""stateName"":""ME"",""parties"":[""Republican""]}]"
W000802,Sheldon,Whitehouse,,Sheldon,Whitehouse,,,,,,1955,,"[{""position"":""Senator"",""congressNumber"":110,""stateName"":""RI"",""parties"":[""Democrat""]},{""position"":""Senator"",""congressNumber"":111,""stateName"":""RI"",""parties"":[""Democrat""]},{""position"":""Senator"",""congressNumber"":112,""stateName"":""RI"",""parties"":[""Democrat""]},{""position"":""Senator"",""congressNumber"":113,""stateName"":""RI"",""parties"":[""Democrat""]},{""position"":""Senator"",""congressNumber"":114,""stateName"":""RI"",""parties"":[""Democrat""]},{""position"":""Senator"",""congressNumber"":115,""stateName"":""RI"",""parties"":[""Democrat""]},{""position"":""Senator"",""congressNumber"":116,""stateName"":""RI"",""parties"":[""Democrat""]},{""position"":""Senator"",""congressNumber"":117,""stateName"":""RI"",""parties"":[""Democrat""],""electionCirca"":false},{""position"":""Senator"",""congressNumber"":118,""stateName"":""RI"",""parties"":[""Democrat""],""electionCirca"":false}]"
W000411,Jenkin,Whiteside,,Jenkin,Whiteside,,,,,,1772,1822,"[{""position"":""Senator"",""congressNumber"":11,""stateName"":""TN"",""parties"":[""Democratic Republican""]},{""position"":""Senator"",""congressNumber"":12,""stateName"":""TN"",""parties"":[""Democratic Republican""]}]"
W000429,Washington,Whitthorne,Curran,Washington,Whitthorne,Curran,,Mr.,,,1825,1891,"[{""position"":""Representative"",""congressNumber"":42,""stateName"":""TN"",""parties"":[""Democrat""]},{""position"":""Representative"",""congressNumber"":44,""stateName"":""TN"",""parties"":[""Democrat""]},{""position"":""Representative"",""congressNumber"":43,""stateName"":""TN"",""parties"":[""Democrat""]},{""position"":""Representative"",""congressNumber"":45,""stateName"":""TN"",""parties"":[""Democrat""]},{""position"":""Representative"",""congressNumber"":46,""stateName"":""TN"",""parties"":[""Democrat""]},{""position"":""Senator"",""congressNumber"":49,""stateName"":""TN"",""parties"":[""Democrat""]},{""position"":""Representative"",""congressNumber"":51,""stateName"":""TN"",""parties"":[""Democrat""],""electionDate"":""1888-11-06"",""electionCirca"":false},{""position"":""Representative"",""congressNumber"":47,""stateName"":""TN"",""parties"":[""Democrat""]},{""position"":""Representative"",""congressNumber"":50,""stateName"":""TN"",""parties"":[""Democrat""],""electionDate"":""1886-11-02"",""electionCirca"":false}]"
W000435,William,Whyte,Pinkney,William,Whyte,Pinkney,,,,,1824,1908,"[{""position"":""Senator"",""congressNumber"":40,""stateName"":""MD"",""parties"":[""Democrat""]},{""position"":""Senator"",""congressNumber"":44,""stateName"":""MD"",""parties"":[""Democrat""]},{""position"":""Senator"",""congressNumber"":45,""stateName"":""MD"",""parties"":[""Democrat""]},{""position"":""Senator"",""congressNumber"":46,""stateName"":""MD"",""parties"":[""Democrat""]},{""position"":""Senator"",""congressNumber"":59,""stateName"":""MD"",""parties"":[""Democrat""]},{""position"":""Senator"",""congressNumber"":60,""stateName"":""MD"",""parties"":[""Democrat""]}]"
W000437,Roger,Wicker,F.,Roger,Wicker,F.,,,,,1951,,"[{""position"":""Representative"",""congressNumber"":104,""stateName"":""MS"",""parties"":[""Republican""]},{""position"":""Representative"",""congressNumber"":105,""stateName"":""MS"",""parties"":[""Republican""]},{""position"":""Representative"",""congressNumber"":106,""stateName"":""MS"",""parties"":[""Republican""]},{""position"":""Representative"",""congressNumber"":107,""stateName"":""MS"",""parties"":[""Republican""]},{""position"":""Representative"",""congressNumber"":108,""stateName"":""MS"",""parties"":[""Republican""]},{""position"":""Representative"",""congressNumber"":109,""stateName"":""MS"",""parties"":[""Republican""]},{""position"":""Representative"",""congressNumber"":110,""stateName"":""MS"",""parties"":[""Republican""],""electionCirca"":false},{""position"":""Senator"",""congressNumber"":110,""stateName"":""MS"",""parties"":[""Republican""]},{""position"":""Senator"",""congressNumber"":111,""stateName"":""MS"",""parties"":[""Republican""]},{""position"":""Senator"",""congressNumber"":112,""stateName"":""MS"",""parties"":[""Republican""]},{""position"":""Senator"",""congressNumber"":113,""stateName"":""MS"",""parties"":[""Republican""]},{""position"":""Senator"",""congressNumber"":114,""stateName"":""MS"",""parties"":[""Republican""]},{""position"":""Senator"",""congressNumber"":115,""stateName"":""MS"",""parties"":[""Republican""]},{""position"":""Senator"",""congressNumber"":116,""stateName"":""MS"",""parties"":[""Republican""]},{""position"":""Senator"",""congressNumber"":117,""stateName"":""MS"",""parties"":[""Republican""],""electionCirca"":false},{""position"":""Senator"",""congressNumber"":118,""stateName"":""MS"",""parties"":[""Republican""],""electionCirca"":false}]"
W000447,Louis,Wigfall,Trezevant,Louis,Wigfall,Trezevant,,,,,1816,1874,"[{""position"":""Senator"",""congressNumber"":36,""stateName"":""TX"",""parties"":[""Democrat""],""electionCirca"":false},{""position"":""Senator"",""congressNumber"":37,""stateName"":""TX"",""parties"":[""Democrat""],""electionCirca"":false}]"
W000458,Leonard,Wilcox,,Leonard,Wilcox,,,,,,1799,1850,"[{""position"":""Senator"",""congressNumber"":27,""stateName"":""NH"",""parties"":[""Democrat""]}]"
W000465,Alexander,Wiley,,Alexander,Wiley,,,,,,1884,1967,"[{""position"":""Senator"",""congressNumber"":76,""stateName"":""WI"",""parties"":[""Republican""]},{""position"":""Senator"",""congressNumber"":77,""stateName"":""WI"",""parties"":[""Republican""]},{""position"":""Senator"",""congressNumber"":78,""stateName"":""WI"",""parties"":[""Republican""]},{""position"":""Senator"",""congressNumber"":79,""stateName"":""WI"",""parties"":[""Republican""]},{""position"":""Senator"",""congressNumber"":80,""stateName"":""WI"",""parties"":[""Republican""]},{""position"":""Senator"",""congressNumber"":81,""stateName"":""WI"",""parties"":[""Republican""]},{""position"":""Senator"",""congressNumber"":82,""stateName"":""WI"",""parties"":[""Republican""]},{""position"":""Senator"",""congressNumber"":83,""stateName"":""WI"",""parties"":[""Republican""]},{""position"":""Senator"",""congressNumber"":84,""stateName"":""WI"",""parties"":[""Republican""]},{""position"":""Senator"",""congressNumber"":85,""stateName"":""WI"",""parties"":[""Republican""]},{""position"":""Senator"",""congressNumber"":86,""stateName"":""WI"",""parties"":[""Republican""]},{""position"":""Senator"",""congressNumber"":87,""stateName"":""WI"",""parties"":[""Republican""]}]"
W000471,Xenophon,Wilfley,Pierce,Xenophon,Wilfley,Pierce,,,,,1871,1931,"[{""position"":""Senator"",""congressNumber"":65,""stateName"":""MO"",""parties"":[""Democrat""]}]"
W000475,William,Wilkins,,William,Wilkins,,,Mr.,,,1779,1865,"[{""position"":""Senator"",""congressNumber"":22,""stateName"":""PA"",""parties"":[""Jacksonian""]},{""position"":""Senator"",""congressNumber"":23,""stateName"":""PA"",""parties"":[""Jacksonian""]},{""position"":""Representative"",""congressNumber"":28,""stateName"":""PA"",""parties"":[""Democrat""],""electionDate"":""1843-10-10"",""electionCirca"":false}]"
